ID_V;ID_P;Zona;UPZ;Calle;Sur;Carrera;Estrato;Zonas_Comunes;Cercania_TM;Valorizacion;Cant_Viv_Proy;Conjunto_Cerrado;Deporte;Acceso_Discapacitados;Fecha_Entrega;Meses_Entrega;Casa_Apartamento;Cuartos;Banos;Parqueaderos;Balcon;Area_Privada;Area_Construida;Precio;Cuota_Inicial;Mens_Cuota_Inicial;Cuota_Credito;Tipo_Apartamento;Nombre_Proyecto;Constructora;Link
179;20005;2;24;151;0;58C;4;2;2;2;2;1;5;0;1/09/2019; 12 ; 1 ;3;3;2;1;106.59;121.13;666.93;200.08;1.65;4.74; APARTAMENTO 121 ;KLIMT;CUSEZAR;http://www.metrocuadrado.com/proyecto/klimt/1631-C00010-09
180;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;2;2;1;0;51.05;51.05;308.58;92.57;1.81;2.19; 201 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
181;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.93;36.93;212.61;63.78;1.73;1.51; 203 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
182;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.86;36.86;204.76;61.43;1.67;1.45; 206 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
183;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.67;36.67;214.81;64.44;1.76;1.53; 209 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
184;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;38.67;38.67;234.34;70.30;1.82;1.66; 408 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
185;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;37.48;37.48;227.13;68.14;1.82;1.61; 412 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
186;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.92;36.92;231.19;69.36;1.88;1.64; 502 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
187;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;38.67;38.67;238.25;71.47;1.85;1.69; 509 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
188;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;39.19;39.19;249.37;74.81;1.91;1.77; 604 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
189;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.86;36.86;230.82;69.25;1.88;1.64; 610 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
190;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;37.36;37.36;237.72;71.32;1.91;1.69; 615 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
191;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.93;36.93;246.18;73.85;2.00;1.75; 703 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
192;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.86;36.86;241.99;72.60;1.97;1.72; 706 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
193;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.86;36.86;241.99;72.60;1.97;1.72; 711 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
194;30007;3;100;52;0;14;3;1;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;36.92;36.92;246.11;73.83;2.00;1.75; 714 ;GALLERY LOFT 52;CONSTRUCTORA GALLERY SAS;http://www.metrocuadrado.com/proyecto/gallery-loft-52/2032-C0003-04
195;20006;2;18;161;0;55;3;3;2;3;2;0;1;0;1/09/2019; 12 ; 1 ;3;2;1;1;62.61;68.92;332.91;99.87;1.45;2.36; 501 ;ENTREVERDE RESERVADO;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-reservado/2019-C0005-11
196;20006;2;18;161;0;55;3;3;2;3;2;0;1;0;1/09/2019; 12 ; 1 ;3;2;1;1;62.61;68.43;352.61;105.78;1.55;2.50; 901 ;ENTREVERDE RESERVADO;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-reservado/2019-C0005-11
197;20006;2;18;161;0;55;3;3;2;3;2;0;1;0;1/09/2019; 12 ; 1 ;2;2;1;1;49.54;59.52;273.63;82.09;1.38;1.94; 904 ;ENTREVERDE RESERVADO;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-reservado/2019-C0005-11
198;20006;2;18;161;0;55;3;3;2;3;2;0;1;0;1/09/2019; 12 ; 1 ;2;2;1;1;49.42;53.63;272.26;81.68;1.52;1.93; 905 ;ENTREVERDE RESERVADO;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-reservado/2019-C0005-11
199;40004;4;30;77;0;84;3;0;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;24.49;28.09;110.25;33.08;1.18;0.78; A ;EKA;INVERSIONES HARI SAS;http://www.metrocuadrado.com/proyecto/eka/4640-C00001-06
200;40004;4;30;77;0;84;3;0;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;22.42;25.56;108.47;32.54;1.27;0.77; B ;EKA;INVERSIONES HARI SAS;http://www.metrocuadrado.com/proyecto/eka/4640-C00001-06
201;40004;4;30;77;0;84;3;0;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;22.84;24.93;102.27;30.68;1.23;0.73; C ;EKA;INVERSIONES HARI SAS;http://www.metrocuadrado.com/proyecto/eka/4640-C00001-06
202;40004;4;30;77;0;84;3;0;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;20.80;23.63;97.37;29.21;1.24;0.69; D ;EKA;INVERSIONES HARI SAS;http://www.metrocuadrado.com/proyecto/eka/4640-C00001-06
203;40004;4;30;77;0;84;3;0;3;1;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;0;20.53;23.30;99.35;29.81;1.28;0.71; E ;EKA;INVERSIONES HARI SAS;http://www.metrocuadrado.com/proyecto/eka/4640-C00001-06
204;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;2;3;2;1;98.00;96.00;914.48;274.34;2.86;6.49; 1,001 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
205;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;3;3;2;1;117.00;131.00;1290.68;387.20;2.96;9.16; 1,201 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
206;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;2;3;2;1;119.00;119.00;1054.88;316.47;2.66;7.49; 703 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
207;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;2;3;2;1;108.61;119.16;975.33;292.60;2.46;6.92; 503 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
208;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;3;3;3;1;120.00;138.00;1562.23;468.67;3.40;11.09; 1,801 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
209;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;3;3;2;1;115.31;132.92;1549.00;464.70;3.50;11.00; 1,902 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
210;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;2;3;2;1;99.05;110.59;1023.22;306.96;2.78;7.26; 1,002 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
211;30008;3;97;98;0;19A;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;1;2;1;1;60.64;70.75;635.48;190.64;2.69;4.51; 708 ;ARTEK 98;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/artek-98/2019-C00002-10
212;20007;2;18;159;0;55;3;3;3;3;2;0;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;57.29;63.10;321.99;96.60;1.53;2.29; B ;ENTREVERDE GRAN RESERVA;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-gran-reserva/2019-C0006-04
213;20007;2;18;159;0;55;3;3;3;3;2;0;1;0;1/03/2021; 30 ; 1 ;2;2;1;1;49.27;56.09;299.60;89.88;1.60;2.13; C ;ENTREVERDE GRAN RESERVA;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-gran-reserva/2019-C0006-04
214;20007;2;18;159;0;55;3;3;3;3;2;0;1;0;1/03/2021; 30 ; 1 ;2;2;1;1;48.67;53.95;291.59;87.48;1.62;2.07; D ;ENTREVERDE GRAN RESERVA;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-gran-reserva/2019-C0006-04
215;20007;2;18;159;0;55;3;3;3;3;2;0;1;0;1/03/2021; 30 ; 1 ;1;1;0;1;25.85;29.91;151.50;45.45;1.52;1.08; E ;ENTREVERDE GRAN RESERVA;RESIDERE S.A.S.;http://www.metrocuadrado.com/proyecto/entreverde-gran-reserva/2019-C0006-04
216;10009;1;16;103A;0;23;6;0;3;2;2;0;0;1;14/09/2018; 0 ; 1 ;1;2;2;1;59.99;66.08;524.90;157.47;2.38;3.73; 303 ;MINT 1;METRO URBANA CONSTRUCTORA SAS;http://www.metrocuadrado.com/proyecto/mint-1/1571-C00001-12
217;10009;1;16;103A;0;23;6;0;3;2;2;0;0;1;14/09/2018; 0 ; 1 ;2;3;2;1;89.39;96.04;759.80;227.94;2.37;5.39; 301 ;MINT 1;METRO URBANA CONSTRUCTORA SAS;http://www.metrocuadrado.com/proyecto/mint-1/1571-C00001-12
218;10009;1;16;103A;0;23;6;0;3;2;2;0;0;1;14/09/2018; 0 ; 1 ;2;3;2;1;89.39;96.32;773.80;232.14;2.41;5.49; 401 ;MINT 1;METRO URBANA CONSTRUCTORA SAS;http://www.metrocuadrado.com/proyecto/mint-1/1571-C00001-12
219;10009;1;16;103A;0;23;6;0;3;2;2;0;0;1;14/09/2018; 0 ; 1 ;2;3;2;1;89.39;96.04;759.80;227.94;2.37;5.39; 301 ;MINT 1;METRO URBANA CONSTRUCTORA SAS;http://www.metrocuadrado.com/proyecto/mint-1/1571-C00001-12
220;50001;5;81;54C;1;81C;2;3;2;1;3;1;1;0;1/03/2021; 30 ; 1 ;2;1;0;0;41.00;46.00;117.40;35.22;0.77;0.83; 1 ;BARI CONJUNTO RESIDENCIAL;PROYECTOS URBANOS DE COLOMBIA SAS;http://www.metrocuadrado.com/proyecto/bari-conjunto-residencial/219-C0002-01
221;30009;3;101;48;0;15;3;3;3;3;3;1;1;1;1/03/2021; 30 ; 1 ;1;1;0;0;30.86;34.94;212.00;63.60;1.82;1.51; A ;URBANO 48;CSB INMOBILIARIA;http://www.metrocuadrado.com/proyecto/urbano-48/752-C0001-01
222;30009;3;101;48;0;15;3;3;3;3;3;1;1;1;1/03/2021; 30 ; 1 ;1;1;0;1;30.86;34.93;246.56;73.97;2.12;1.75; A ;URBANO 48;CSB INMOBILIARIA;http://www.metrocuadrado.com/proyecto/urbano-48/752-C0001-01
223;10010;1;13;146;0;17;4;3;3;2;2;1;1;0;14/09/2018; 0 ; 1 ;2;2;2;1;62.32;67.71;402.07;120.62;1.78;2.85; B-2 ;MUNZI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/munzi/71-C0006-02
224;10010;1;13;146;0;17;4;3;3;2;2;1;1;0;14/09/2018; 0 ; 1 ;3;2;2;1;81.08;88.60;484.57;145.37;1.64;3.44; D-3 ;MUNZI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/munzi/71-C0006-02
225;60004;6;33;33G;1;11-ESTE;2;3;2;1;3;1;0;0;1/09/2019; 12 ; 1 ;3;2;0;0;43.29;48.39;94.51;28.35;0.59;0.67; A1 ;BOSQUE DE LOS ALPES;AMBIENTTI;http://www.metrocuadrado.com/proyecto/bosque-de-los-alpes/1654-C00001-03
226;60004;6;33;33G;1;11-ESTE;2;3;2;1;3;1;0;0;1/09/2019; 12 ; 1 ;3;2;1;0;40.29;44.95;87.37;26.21;0.58;0.62; B1 ;BOSQUE DE LOS ALPES;AMBIENTTI;http://www.metrocuadrado.com/proyecto/bosque-de-los-alpes/1654-C00001-03
227;60005;6;32;5B;1;3;3;3;3;1;2;0;0;0;1/03/2021; 30 ; 1 ;3;2;1;1;61.16;69.25;193.90;58.17;0.84;1.38; 4 ;AL LADO DEL CENTRO;DISENAR FUTURO SA;http://www.metrocuadrado.com/proyecto/al-lado-del-centro/4455-C00001-05
228;60005;6;32;5B;1;3;3;3;3;1;3;0;0;0;1/03/2021; 30 ; 1 ;2;1;1;1;45.94;52.86;159.66;47.90;0.91;1.13; 6 ;AL LADO DEL CENTRO;DISENAR FUTURO SA;http://www.metrocuadrado.com/proyecto/al-lado-del-centro/4455-C00001-05
229;60005;6;32;5B;1;3;3;3;3;1;3;0;0;0;1/03/2021; 30 ; 1 ;3;2;1;1;77.09;86.65;236.40;70.92;0.82;1.68; 8 ;AL LADO DEL CENTRO;DISENAR FUTURO SA;http://www.metrocuadrado.com/proyecto/al-lado-del-centro/4455-C00001-05
230;60005;6;32;5B;1;3;3;3;3;1;3;0;0;0;1/03/2021; 30 ; 1 ;4;2;1;1;88.64;98.06;291.10;87.33;0.89;2.07; 10 ;AL LADO DEL CENTRO;DISENAR FUTURO SA;http://www.metrocuadrado.com/proyecto/al-lado-del-centro/4455-C00001-05
231;20008;2;24;152;0;73;4;2;2;2;2;1;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;65.00;71.50;342.64;102.79;1.44;2.43; APTO 1 ;VERAMONTE TECA;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-teca/1614-C00007-01
232;10011;1;16;108;0;14;6;3;2;2;2;0;1;1;1/09/2019; 12 ; 1 ;3;3;2;1;98.02;105.06;793.33;238.00;2.27;5.63; 0 6 ;TRENDUM;OCHODOCE SAS;http://www.metrocuadrado.com/proyecto/trendum/4679-C00002-04
233;10011;1;16;108;0;14;6;3;2;2;2;0;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;75.96;82.61;631.05;189.31;2.29;4.48; 0 3 ;TRENDUM;OCHODOCE SAS;http://www.metrocuadrado.com/proyecto/trendum/4679-C00002-04
234;10011;1;16;108;0;14;6;3;2;2;2;0;1;1;1/09/2019; 12 ; 1 ;1;2;1;0;55.60;60.69;440.95;132.29;2.18;3.13; 0 4 ;TRENDUM;OCHODOCE SAS;http://www.metrocuadrado.com/proyecto/trendum/4679-C00002-04
235;10011;1;16;108;0;14;6;3;2;2;2;0;1;1;1/09/2019; 12 ; 1 ;2;2;2;0;70.74;77.30;575.79;172.74;2.23;4.09; 0 5 ;TRENDUM;OCHODOCE SAS;http://www.metrocuadrado.com/proyecto/trendum/4679-C00002-04
236;10011;1;16;108;0;14;6;3;2;2;2;0;1;1;1/09/2019; 12 ; 1 ;3;3;2;0;100.35;107.57;811.86;243.56;2.26;5.76; 0 1 ;TRENDUM;OCHODOCE SAS;http://www.metrocuadrado.com/proyecto/trendum/4679-C00002-04
237;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;451.64;135.49;1.66;3.21; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
238;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;3;4;2;0;97.95;112.78;567.17;170.15;1.51;4.03; E ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
239;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;3;3;2;1;97.95;112.78;729.02;218.70;1.94;5.18; E ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
240;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;3;2;2;0;79.07;88.86;502.54;150.76;1.70;3.57; C ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
241;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;535.23;160.57;1.96;3.80; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
242;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;430.47;129.14;1.58;3.06; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
243;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;445.43;133.63;1.64;3.16; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
244;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;472.89;141.87;1.74;3.36; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
245;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;431.65;129.49;1.58;3.06; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
246;10012;1;16;146;0;9;4;3;2;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;458.75;137.62;1.68;3.26; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
247;10012;1;16;146;0;9;4;3;2;2;2;1;0;1;1/09/2019; 12 ; 1 ;2;2;2;1;68.11;81.72;465.78;139.73;1.71;3.31; B ;MANZANA VERDE APARTAMENTOS;BRADFORD ARQUITECTOS CLC SAS;http://www.metrocuadrado.com/proyecto/manzana-verde-apartamentos/5524-C00001-05
248;10013;1;12;159;0;21A;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;1;1;0;0;40.22;44.59;216.26;64.88;1.46;1.54; APARTAESTUDIO 101 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
249;10013;1;12;159;0;22a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;2;1;0;0;42.37;45.56;220.97;66.29;1.46;1.57; APARTAESTUDIO 102 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
250;10013;1;12;159;0;23a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;1;1;0;0;39.57;42.86;207.87;62.36;1.46;1.48; APARTAESTUDIO 103 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
251;10013;1;12;159;0;24a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;1;1;0;0;48.99;53.82;261.03;78.31;1.46;1.85; APARTAESTUDIO 104 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
252;10013;1;12;159;0;25a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;2;1;0;0;41.64;44.55;218.66;65.60;1.47;1.55; APARTAESTUDIO 201 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
253;10013;1;12;159;0;26a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;1;1;0;0;38.88;41.85;205.41;61.62;1.47;1.46; APARTAESTUDIO 202 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
254;10013;1;12;159;0;27a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;1;1;1;1;40.42;46.37;227.59;68.28;1.47;1.62; APARTAESTUDIO 204 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
255;10013;1;12;159;0;28a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;1;1;0;1;58.05;66.75;317.06;95.12;1.43;2.25; APARTAESTUDIO 205 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
256;10013;1;12;159;0;29a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;3;2;0;1;64.39;66.32;354.88;106.46;1.61;2.52; APARTAESTUDIO 403 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
257;10013;1;12;159;0;30a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;3;2;1;1;72.95;75.20;365.82;109.75;1.46;2.60; APARTAESTUDIO 404 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
258;10013;1;12;159;0;31a;4;3;3;2;2;1;0;1;1/03/2021; 30 ; 1 ;3;2;1;0;84.07;89.10;438.64;131.59;1.48;3.11; APARTAESTUDIO 501 ; EDIFICIO FERREIROS ;CREHABITAT SAS;http://www.metrocuadrado.com/proyecto/edificio-ferreiros/4490-C0002-13
259;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;2;1;1;65.01;71.32;616.82;185.04;2.59;4.38; A-202 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
260;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;1;1;1;60.48;66.55;584.44;175.33;2.63;4.15; A1-302 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
261;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;2;1;1;60.48;66.55;590.69;177.21;2.66;4.19; A1-402 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
262;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;2;1;1;60.48;66.55;593.45;178.03;2.68;4.21; A1-502 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
263;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;2;2;2;1;78.66;85.53;942.40;282.72;3.31;6.69; B-201 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
264;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;2;2;2;1;78.71;85.45;751.81;225.54;2.64;5.34; B1-301 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
265;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;2;1;1;55.55;60.80;524.15;157.24;2.59;3.72; C-203 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
266;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;2;1;1;52.61;57.40;505.37;151.61;2.64;3.59; C1-303 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
267;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;2;1;1;52.61;57.40;510.70;153.21;2.67;3.63; C1-403 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
268;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;1;2;1;1;52.61;57.40;513.07;153.92;2.68;3.64; C1-503 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
269;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;2;2;2;1;78.31;85.56;966.50;289.95;3.39;6.86; D-204 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
